,func_before,type_label,CWE ID
4717,"void FILENAME_REDACTED()
{
    int i,j;
    wchar_t * data;
    data = ((void*)0);
    for(i = 0; i < 1; i++)
    {

        data = (wchar_t *)malloc(100*sizeof(wchar_t));
        if (data == ((void*)0)) {exit(-1);}

        wcscpy(data, L""A String"");
        printWLine(data);
    }
    for(j = 0; j < 1; j++)
    {

        ;
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4718,"namespace REDACTED_Memory_Leak__new_array_twointsStruct_53
{




void REDACTEDSink_c(twoIntsStruct * data);

void REDACTEDSink_b(twoIntsStruct * data)
{
    REDACTEDSink_c(data);
}
}
",C,CWE-401
4719,"void FILENAME_REDACTEDSink(wchar_t * * dataPtr)
{
    wchar_t * data = *dataPtr;

    ;
}
",C,CWE-401
4720,"namespace FILENAME
{
FILENAME_REDACTED::FILENAME_REDACTED(char * dataCopy)
{
    data = dataCopy;
    {
        char myString[] = ""myString"";

        data = strdup(myString);

        printLine(data);
    }
}

FILENAME_REDACTED::~FILENAME_REDACTED()
{


    ;
}
}
",C,CWE-401
4721,"namespace REDACTED_Memory_Leak__new_array_twointsStruct_54
{




void REDACTEDSink_e(twoIntsStruct * data);

void REDACTEDSink_d(twoIntsStruct * data)
{
    REDACTEDSink_e(data);
}
}
",C,CWE-401
4722,"void REDACTED_Memory_Leak__struct_twoIntsStruct_realloc_52b_REDACTEDSink(struct _twoIntsStruct * data);

void REDACTED_Memory_Leak__struct_twoIntsStruct_realloc_52_REDACTED()
{
    struct _twoIntsStruct * data;
    data = ((void*)0);

    data = (struct _twoIntsStruct *)realloc(data, 100*sizeof(struct _twoIntsStruct));
    if (data == ((void*)0)) {exit(-1);}

    data[0].intOne = 0;
    data[0].intTwo = 0;
    printStructLine((twoIntsStruct *)&data[0]);
    REDACTED_Memory_Leak__struct_twoIntsStruct_realloc_52b_REDACTEDSink(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Memory_Leak__struct_twoIntsStruct_realloc_52_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4723,"using namespace std;

namespace REDACTED_Memory_Leak__twoIntsStruct_realloc_74
{



void REDACTEDSink(map<int, twoIntsStruct *> dataMap)
{

    twoIntsStruct * data = dataMap[2];

    ;
}
}
",C,CWE-401
4724,"void FILENAME_REDACTEDSink(char * * dataPtr)
{
    char * data = *dataPtr;

    ;
}
",C,CWE-401
4725,"void REDACTED_Memory_Leak__strdup_wchar_t_53b_REDACTEDSink(wchar_t * data);

void REDACTED_Memory_Leak__strdup_wchar_t_53_REDACTED()
{
    wchar_t * data;
    data = ((void*)0);
    {
        wchar_t myString[] = L""myString"";

        data = wcsdup(myString);

        printWLine(data);
    }
    REDACTED_Memory_Leak__strdup_wchar_t_53b_REDACTEDSink(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Memory_Leak__strdup_wchar_t_53_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4726,"namespace REDACTED_Memory_Leak__new_array_char_53
{




void REDACTEDSink_d(char * data);

void REDACTEDSink_c(char * data)
{
    REDACTEDSink_d(data);
}
}
",C,CWE-401
4727,"static int staticReturnsTrue()
{
    return 1;
}

static int staticReturnsFalse()
{
    return 0;
}

namespace FILENAME
{



void REDACTED()
{
    twoIntsStruct * data;
    data = 0;
    if(staticReturnsTrue())
    {

        data = new twoIntsStruct;

        data->intOne = 0;
        data->intTwo = 0;
        printStructLine(data);
    }
    if(staticReturnsTrue())
    {

        ;
    }
}
}
using namespace FILENAME;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4728,"namespace REDACTED_Memory_Leak__int_realloc_81
{



void REDACTED()
{
    int * data;
    data = 0;

    data = (int *)realloc(data, 100*sizeof(int));
    if (data == 0) {exit(-1);}

    data[0] = 5;
    printIntLine(data[0]);
    const REDACTED_Memory_Leak__int_realloc_81_base& baseObject = REDACTED_Memory_Leak__int_realloc_81_REDACTED();
    baseObject.action(data);
}
}
using namespace REDACTED_Memory_Leak__int_realloc_81;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4729,"void FILENAME_REDACTEDSink(int * data)
{

    ;
}
",C,CWE-401
4730,"using namespace std;

namespace REDACTED_Memory_Leak__int64_t_calloc_73
{




void REDACTEDSink(list<int64_t *> dataList);

void REDACTED()
{
    int64_t * data;
    list<int64_t *> dataList;
    data = 0;

    data = (int64_t *)calloc(100, sizeof(int64_t));
    if (data == 0) {exit(-1);}

    data[0] = 5LL;
    printLongLongLine(data[0]);

    dataList.push_back(data);
    dataList.push_back(data);
    dataList.push_back(data);
    REDACTEDSink(dataList);
}
}
using namespace REDACTED_Memory_Leak__int64_t_calloc_73;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4731,"static int staticFive = 5;

namespace FILENAME
{



void REDACTED()
{
    int * data;
    data = 0;
    if(staticFive==5)
    {

        data = new int;

        *data = 5;
        printIntLine(*data);
    }
    if(staticFive==5)
    {

        ;
    }
}
}
using namespace FILENAME;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4732,"void REDACTED_Memory_Leak__int64_t_calloc_53c_REDACTEDSink(int64_t * data);

void FILENAME_REDACTEDSink(int64_t * data)
{
    REDACTED_Memory_Leak__int64_t_calloc_53c_REDACTEDSink(data);
}
",C,CWE-401
4733,"namespace REDACTED_Memory_Leak__new_struct_twoIntsStruct_82
{



void REDACTED()
{
    struct _twoIntsStruct * data;
    data = 0;

    data = new struct _twoIntsStruct;

    data->intOne = 0;
    data->intTwo = 0;
    printStructLine((twoIntsStruct *)data);
    REDACTED_Memory_Leak__new_struct_twoIntsStruct_82_base* baseObject = new REDACTED_Memory_Leak__new_struct_twoIntsStruct_82_REDACTED;
    baseObject->action(data);
    delete baseObject;
}
}
using namespace REDACTED_Memory_Leak__new_struct_twoIntsStruct_82;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4734,"void REDACTED_Memory_Leak__wchar_t_malloc_65b_REDACTEDSink(wchar_t * data);

void REDACTED_Memory_Leak__wchar_t_malloc_65_REDACTED()
{
    wchar_t * data;

    void (*funcPtr) (wchar_t *) = REDACTED_Memory_Leak__wchar_t_malloc_65b_REDACTEDSink;
    data = ((void*)0);

    data = (wchar_t *)malloc(100*sizeof(wchar_t));
    if (data == ((void*)0)) {exit(-1);}

    wcscpy(data, L""A String"");
    printWLine(data);

    funcPtr(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Memory_Leak__wchar_t_malloc_65_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4735,"static const int STATIC_CONST_TRUE = 1;
static const int STATIC_CONST_FALSE = 0;



void FILENAME_REDACTED()
{
    struct _twoIntsStruct * data;
    data = ((void*)0);
    if(STATIC_CONST_TRUE)
    {

        data = (struct _twoIntsStruct *)calloc(100, sizeof(struct _twoIntsStruct));
        if (data == ((void*)0)) {exit(-1);}

        data[0].intOne = 0;
        data[0].intTwo = 0;
        printStructLine((twoIntsStruct *)&data[0]);
    }
    if(STATIC_CONST_TRUE)
    {

        ;
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4736,"void REDACTED_Memory_Leak__struct_twoIntsStruct_malloc_54e_REDACTEDSink(struct _twoIntsStruct * data);

void FILENAME_REDACTEDSink(struct _twoIntsStruct * data)
{
    REDACTED_Memory_Leak__struct_twoIntsStruct_malloc_54e_REDACTEDSink(data);
}
",C,CWE-401
4737,"void FILENAME_REDACTED()
{
    int64_t * data;
    data = ((void*)0);

    data = (int64_t *)malloc(100*sizeof(int64_t));
    if (data == ((void*)0)) {exit(-1);}

    data[0] = 5LL;
    printLongLongLine(data[0]);
    {
        int64_t * dataCopy = data;
        int64_t * data = dataCopy;

        ;
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4738,"void FILENAME_REDACTED()
{
    char * data;
    data = ((void*)0);
    if(globalReturnsTrueOrFalse())
    {
        {
            char myString[] = ""myString"";

            data = strdup(myString);

            printLine(data);
        }
    }
    else
    {

        data = (char *)_alloca(100*sizeof(char));

        strcpy(data, ""a string"");
        printLine(data);
    }
    if(globalReturnsTrueOrFalse())
    {


        ;
    }
    else
    {

        free(data);
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4739,"void REDACTED_Memory_Leak__twoIntsStruct_realloc_54b_REDACTEDSink(twoIntsStruct * data);

void REDACTED_Memory_Leak__twoIntsStruct_realloc_54_REDACTED()
{
    twoIntsStruct * data;
    data = ((void*)0);

    data = (twoIntsStruct *)realloc(data, 100*sizeof(twoIntsStruct));
    if (data == ((void*)0)) {exit(-1);}

    data[0].intOne = 0;
    data[0].intTwo = 0;
    printStructLine(&data[0]);
    REDACTED_Memory_Leak__twoIntsStruct_realloc_54b_REDACTEDSink(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Memory_Leak__twoIntsStruct_realloc_54_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4740,"struct _twoIntsStruct * REDACTED_Memory_Leak__struct_twoIntsStruct_realloc_61b_REDACTEDSource(struct _twoIntsStruct * data);

void REDACTED_Memory_Leak__struct_twoIntsStruct_realloc_61_REDACTED()
{
    struct _twoIntsStruct * data;
    data = ((void*)0);
    data = REDACTED_Memory_Leak__struct_twoIntsStruct_realloc_61b_REDACTEDSource(data);

    ;
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Memory_Leak__struct_twoIntsStruct_realloc_61_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4741,"void REDACTED_Memory_Leak__struct_twoIntsStruct_calloc_66b_REDACTEDSink(struct _twoIntsStruct * dataArray[]);

void REDACTED_Memory_Leak__struct_twoIntsStruct_calloc_66_REDACTED()
{
    struct _twoIntsStruct * data;
    struct _twoIntsStruct * dataArray[5];
    data = ((void*)0);

    data = (struct _twoIntsStruct *)calloc(100, sizeof(struct _twoIntsStruct));
    if (data == ((void*)0)) {exit(-1);}

    data[0].intOne = 0;
    data[0].intTwo = 0;
    printStructLine((twoIntsStruct *)&data[0]);

    dataArray[2] = data;
    REDACTED_Memory_Leak__struct_twoIntsStruct_calloc_66b_REDACTEDSink(dataArray);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Memory_Leak__struct_twoIntsStruct_calloc_66_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4742,"void REDACTED_Memory_Leak__int64_t_calloc_54d_REDACTEDSink(int64_t * data);

void FILENAME_REDACTEDSink(int64_t * data)
{
    REDACTED_Memory_Leak__int64_t_calloc_54d_REDACTEDSink(data);
}
",C,CWE-401
4743,"namespace REDACTED_Memory_Leak__new_twoIntsStruct_52
{




void REDACTEDSink_c(twoIntsStruct * data);

void REDACTEDSink_b(twoIntsStruct * data)
{
    REDACTEDSink_c(data);
}
}
",C,CWE-401
4744,"void FILENAME_REDACTED()
{
    int64_t * data;
    data = ((void*)0);
    if(5==5)
    {

        data = (int64_t *)calloc(100, sizeof(int64_t));
        if (data == ((void*)0)) {exit(-1);}

        data[0] = 5LL;
        printLongLongLine(data[0]);
    }
    if(5==5)
    {

        ;
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4745,"void REDACTED_Memory_Leak__wchar_t_calloc_66b_REDACTEDSink(wchar_t * dataArray[]);

void REDACTED_Memory_Leak__wchar_t_calloc_66_REDACTED()
{
    wchar_t * data;
    wchar_t * dataArray[5];
    data = ((void*)0);

    data = (wchar_t *)calloc(100, sizeof(wchar_t));
    if (data == ((void*)0)) {exit(-1);}

    wcscpy(data, L""A String"");
    printWLine(data);

    dataArray[2] = data;
    REDACTED_Memory_Leak__wchar_t_calloc_66b_REDACTEDSink(dataArray);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Memory_Leak__wchar_t_calloc_66_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4746,"void FILENAME_REDACTED()
{
    twoIntsStruct * data;
    data = ((void*)0);
    while(1)
    {

        data = (twoIntsStruct *)realloc(data, 100*sizeof(twoIntsStruct));
        if (data == ((void*)0)) {exit(-1);}

        data[0].intOne = 0;
        data[0].intTwo = 0;
        printStructLine(&data[0]);
        break;
    }
    while(1)
    {

        ;
        break;
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4747,"extern twoIntsStruct * REDACTED_Memory_Leak__twoIntsStruct_calloc_68_REDACTEDData;
extern twoIntsStruct * REDACTED_Memory_Leak__twoIntsStruct_calloc_68_REDACTEDREDACTEDData;
extern twoIntsStruct * REDACTED_Memory_Leak__twoIntsStruct_calloc_68_REDACTEDB2GData;



void FILENAME_REDACTEDSink()
{
    twoIntsStruct * data = REDACTED_Memory_Leak__twoIntsStruct_calloc_68_REDACTEDData;

    ;
}
",C,CWE-401
4748,"static int REDACTEDStatic = 0;

static void REDACTEDSink(char * data)
{
    if(REDACTEDStatic)
    {

        ;
    }
}

void FILENAME_REDACTED()
{
    char * data;
    data = ((void*)0);

    data = (char *)calloc(100, sizeof(char));
    if (data == ((void*)0)) {exit(-1);}

    strcpy(data, ""A String"");
    printLine(data);
    REDACTEDStatic = 1;
    REDACTEDSink(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4749,"typedef struct _REDACTED_Memory_Leak__char_realloc_67_structType
{
    char * structFirst;
} REDACTED_Memory_Leak__char_realloc_67_structType;




void REDACTED_Memory_Leak__char_realloc_67b_REDACTEDSink(REDACTED_Memory_Leak__char_realloc_67_structType myStruct);

void REDACTED_Memory_Leak__char_realloc_67_REDACTED()
{
    char * data;
    REDACTED_Memory_Leak__char_realloc_67_structType myStruct;
    data = ((void*)0);

    data = (char *)realloc(data, 100*sizeof(char));
    if (data == ((void*)0)) {exit(-1);}

    strcpy(data, ""A String"");
    printLine(data);
    myStruct.structFirst = data;
    REDACTED_Memory_Leak__char_realloc_67b_REDACTEDSink(myStruct);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Memory_Leak__char_realloc_67_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4750,"static const int STATIC_CONST_FIVE = 5;



void FILENAME_REDACTED()
{
    int64_t * data;
    data = ((void*)0);
    if(STATIC_CONST_FIVE==5)
    {

        data = (int64_t *)malloc(100*sizeof(int64_t));
        if (data == ((void*)0)) {exit(-1);}

        data[0] = 5LL;
        printLongLongLine(data[0]);
    }
    if(STATIC_CONST_FIVE==5)
    {

        ;
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4751,"extern char * REDACTED_Memory_Leak__char_calloc_68_REDACTEDData;
extern char * REDACTED_Memory_Leak__char_calloc_68_REDACTEDREDACTEDData;
extern char * REDACTED_Memory_Leak__char_calloc_68_REDACTEDB2GData;



void FILENAME_REDACTEDSink()
{
    char * data = REDACTED_Memory_Leak__char_calloc_68_REDACTEDData;

    ;
}
",C,CWE-401
4752,"namespace REDACTED_Memory_Leak__new_twoIntsStruct_81
{



void REDACTED()
{
    twoIntsStruct * data;
    data = 0;

    data = new twoIntsStruct;

    data->intOne = 0;
    data->intTwo = 0;
    printStructLine(data);
    const REDACTED_Memory_Leak__new_twoIntsStruct_81_base& o = REDACTED_Memory_Leak__new_twoIntsStruct_81_REDACTED();
    o.action(data);
}
}
using namespace REDACTED_Memory_Leak__new_twoIntsStruct_81;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4753,"void REDACTED_Memory_Leak__strdup_char_63b_REDACTEDSink(char * * dataPtr);

void REDACTED_Memory_Leak__strdup_char_63_REDACTED()
{
    char * data;
    data = ((void*)0);
    {
        char myString[] = ""myString"";

        data = strdup(myString);

        printLine(data);
    }
    REDACTED_Memory_Leak__strdup_char_63b_REDACTEDSink(&data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Memory_Leak__strdup_char_63_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4754,"void REDACTED_Memory_Leak__strdup_char_54e_REDACTEDSink(char * data);

void FILENAME_REDACTEDSink(char * data)
{
    REDACTED_Memory_Leak__strdup_char_54e_REDACTEDSink(data);
}
",C,CWE-401
4755,"namespace FILENAME
{

static int64_t * REDACTEDData;
static int64_t * REDACTEDREDACTEDData;
static int64_t * REDACTEDB2GData;



static void REDACTEDSink()
{
    int64_t * data = REDACTEDData;

    ;
}

void REDACTED()
{
    int64_t * data;
    data = 0;

    data = new int64_t;

    *data = 5LL;
    printLongLongLine(*data);
    REDACTEDData = data;
    REDACTEDSink();
}
}
using namespace FILENAME;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4756,"namespace REDACTED_Memory_Leak__new_int_54
{




void REDACTEDSink_b(int * data);

void REDACTED()
{
    int * data;
    data = 0;

    data = new int;

    *data = 5;
    printIntLine(*data);
    REDACTEDSink_b(data);
}
}
using namespace REDACTED_Memory_Leak__new_int_54;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4757,"void REDACTED_Memory_Leak__struct_twoIntsStruct_realloc_66b_REDACTEDSink(struct _twoIntsStruct * dataArray[]);

void REDACTED_Memory_Leak__struct_twoIntsStruct_realloc_66_REDACTED()
{
    struct _twoIntsStruct * data;
    struct _twoIntsStruct * dataArray[5];
    data = ((void*)0);

    data = (struct _twoIntsStruct *)realloc(data, 100*sizeof(struct _twoIntsStruct));
    if (data == ((void*)0)) {exit(-1);}

    data[0].intOne = 0;
    data[0].intTwo = 0;
    printStructLine((twoIntsStruct *)&data[0]);

    dataArray[2] = data;
    REDACTED_Memory_Leak__struct_twoIntsStruct_realloc_66b_REDACTEDSink(dataArray);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Memory_Leak__struct_twoIntsStruct_realloc_66_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4758,"static const int STATIC_CONST_FIVE = 5;



void FILENAME_REDACTED()
{
    if(STATIC_CONST_FIVE==5)
    {
        {
            int64_t * data = (int64_t *)malloc(100*sizeof(int64_t));
            if (data == ((void*)0)) {exit(-1);}

            data[0] = 5LL;
            printLongLongLine(data[0]);

            data = (int64_t *)realloc(data, (130000)*sizeof(int64_t));
            if (data != ((void*)0))
            {

                data[0] = 10LL;
                printLongLongLine(data[0]);
                free(data);
            }
        }
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4759,"void FILENAME_REDACTED()
{
    wchar_t * data;
    data = ((void*)0);
    {
        wchar_t myString[] = L""myString"";

        data = wcsdup(myString);

        printWLine(data);
    }


    ;
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4760,"namespace REDACTED_Memory_Leak__new_wchar_t_52
{



void REDACTEDSink_c(wchar_t * data)
{

    ;
}
}
",C,CWE-401
4761,"void FILENAME_REDACTED()
{
    wchar_t * data;
    data = ((void*)0);
    if(globalTrue)
    {

        data = (wchar_t *)calloc(100, sizeof(wchar_t));
        if (data == ((void*)0)) {exit(-1);}

        wcscpy(data, L""A String"");
        printWLine(data);
    }
    if(globalTrue)
    {

        ;
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4762,"namespace FILENAME
{



void REDACTED()
{
    TwoIntsClass * data;
    data = 0;
    if(GLOBAL_CONST_FIVE==5)
    {

        data = new TwoIntsClass[100];

        data[0].intOne = 0;
        data[0].intTwo = 0;
        printIntLine(data[0].intOne);
        printIntLine(data[0].intTwo);
    }
    if(GLOBAL_CONST_FIVE==5)
    {

        ;
    }
}
}
using namespace FILENAME;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4763,"void FILENAME_REDACTED()
{
    int * data;
    data = ((void*)0);

    data = (int *)malloc(100*sizeof(int));
    if (data == ((void*)0)) {exit(-1);}

    data[0] = 5;
    printIntLine(data[0]);

    ;
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4764,"namespace REDACTED_Memory_Leak__new_array_wchar_t_53
{




void REDACTEDSink_d(wchar_t * data);

void REDACTEDSink_c(wchar_t * data)
{
    REDACTEDSink_d(data);
}
}
",C,CWE-401
4765,"namespace REDACTED_Memory_Leak__new_array_int_64
{




void REDACTEDSink(void * dataVoidPtr);

void REDACTED()
{
    int * data;
    data = 0;

    data = new int[100];

    data[0] = 5;
    printIntLine(data[0]);
    REDACTEDSink(&data);
}
}
using namespace REDACTED_Memory_Leak__new_array_int_64;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4766,"namespace REDACTED_Memory_Leak__twoIntsStruct_calloc_62
{




void REDACTEDSource(twoIntsStruct * &data);

void REDACTED()
{
    twoIntsStruct * data;
    data = 0;
    REDACTEDSource(data);

    ;
}
}
using namespace REDACTED_Memory_Leak__twoIntsStruct_calloc_62;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4767,"using namespace std;

namespace REDACTED_Memory_Leak__wchar_t_malloc_74
{



void REDACTEDSink(map<int, wchar_t *> dataMap)
{

    wchar_t * data = dataMap[2];

    ;
}
}
",C,CWE-401
4768,"void FILENAME_REDACTED()
{
    char * data;
    data = ((void*)0);
    if(globalFive==5)
    {

        data = (char *)malloc(100*sizeof(char));
        if (data == ((void*)0)) {exit(-1);}

        strcpy(data, ""A String"");
        printLine(data);
    }
    if(globalFive==5)
    {

        ;
    }
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4769,"namespace FILENAME
{



void REDACTED()
{
    int i,j;
    struct _twoIntsStruct * data;
    data = 0;
    for(i = 0; i < 1; i++)
    {

        data = new struct _twoIntsStruct;

        data->intOne = 0;
        data->intTwo = 0;
        printStructLine((twoIntsStruct *)data);
    }
    for(j = 0; j < 1; j++)
    {

        ;
    }
}
}
using namespace FILENAME;

int main(int argc, char * argv[])
{

    srand( (unsigned)time(0) );






    printLine(""Calling REDACTED()..."");
    REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4770,"namespace REDACTED_Memory_Leak__new_TwoIntsClass_54
{




void REDACTEDSink_c(TwoIntsClass * data);

void REDACTEDSink_b(TwoIntsClass * data)
{
    REDACTEDSink_c(data);
}
}
",C,CWE-401
4771,"static int REDACTEDStatic = 0;

static void REDACTEDSink(wchar_t * data)
{
    if(REDACTEDStatic)
    {


        ;
    }
}

void FILENAME_REDACTED()
{
    wchar_t * data;
    data = ((void*)0);
    {
        wchar_t myString[] = L""myString"";

        data = wcsdup(myString);

        printWLine(data);
    }
    REDACTEDStatic = 1;
    REDACTEDSink(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    FILENAME_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
4772,"void REDACTED_Memory_Leak__int64_t_calloc_54b_REDACTEDSink(int64_t * data);

void REDACTED_Memory_Leak__int64_t_calloc_54_REDACTED()
{
    int64_t * data;
    data = ((void*)0);

    data = (int64_t *)calloc(100, sizeof(int64_t));
    if (data == ((void*)0)) {exit(-1);}

    data[0] = 5LL;
    printLongLongLine(data[0]);
    REDACTED_Memory_Leak__int64_t_calloc_54b_REDACTEDSink(data);
}
int main(int argc, char * argv[])
{

    srand( (unsigned)time(((void*)0)) );






    printLine(""Calling REDACTED()..."");
    REDACTED_Memory_Leak__int64_t_calloc_54_REDACTED();
    printLine(""Finished REDACTED()"");

    return 0;
}
",C,CWE-401
